"from_name","to_name","connected","num_common_genre","from_salesrank","from_rating","from_reviews","to_salesrank","to_rating","to_reviews"
90,2346,1,2,841921,4.5,46,44760,3.5,35
90,11246,1,0,841921,4.5,46,144393,4,44
90,30614,1,0,841921,4.5,46,229964,4.5,106
90,71480,1,0,841921,4.5,46,136547,3.5,37
90,137719,1,0,841921,4.5,46,134324,4.5,88
90,147067,1,0,841921,4.5,46,220395,4.5,31
90,213217,1,0,841921,4.5,46,32723,4.5,72
90,219575,1,0,841921,4.5,46,155616,4.5,159
90,368369,1,0,841921,4.5,46,1080062,4.5,88
90,382713,1,0,841921,4.5,46,225100,4.5,1432
90,386093,1,0,841921,4.5,46,74854,4,40
101,101663,1,1,612868,4,76,1231,3.5,72
120,341569,1,1,17693,4,40,6868,4.5,34
130,198,1,0,29460,3.5,375,933676,4.5,39
148,20386,1,2,77008,4,42,876,4,433
185,6678,1,1,14050,3.5,45,99555,3,116
185,9242,1,3,14050,3.5,45,72573,3.5,41
185,101538,1,1,14050,3.5,45,19143,4,39
185,219012,1,1,14050,3.5,45,368775,4.5,127
185,237324,1,1,14050,3.5,45,193304,5,36
185,240458,1,1,14050,3.5,45,206430,4.5,195
185,262911,1,1,14050,3.5,45,18281,4.5,142
185,263996,1,1,14050,3.5,45,168251,5,35
185,288521,1,4,14050,3.5,45,513776,4.5,73
185,302166,1,1,14050,3.5,45,7251,3.5,138
185,306579,1,2,14050,3.5,45,111953,3.5,40
185,324669,1,2,14050,3.5,45,2710,4.5,221
185,326852,1,1,14050,3.5,45,242856,4.5,172
185,365112,1,1,14050,3.5,45,124492,3.5,45
185,369499,1,2,14050,3.5,45,3633,4,57
185,381517,1,1,14050,3.5,45,56325,5,75
185,384760,1,1,14050,3.5,45,251935,3.5,45
193,3973,1,2,10350,3,261,137258,3,38
193,212539,1,1,10350,3,261,67386,4,55
257,2967,1,1,38960,4.5,167,30697,4.5,43
265,52156,1,1,100261,4.5,47,10990,3.5,868
265,230606,1,2,100261,4.5,47,703003,4.5,35
265,262391,1,1,100261,4.5,47,357505,4.5,38
265,327896,1,2,100261,4.5,47,20333,4,38
439,2555,1,3,105471,4.5,62,101233,3.5,108
448,10227,1,2,607,4.5,141,342723,4,390
448,101173,1,1,607,4.5,141,484543,4,37
450,1602,1,4,52294,4.5,179,486232,4,50
472,148899,1,1,149198,4.5,47,589632,4.5,51
561,640,1,1,440649,4,78,136193,4,64
575,658,1,1,178278,4.5,56,680025,4,77
575,148899,1,1,178278,4.5,56,589632,4.5,51
579,668,1,0,207096,4.5,32,152763,4,236
582,287594,1,2,38164,3.5,178,42614,5,104
633,3475,1,5,2745,4.5,54,7719,5,57
668,1370,1,1,152763,4,236,1086094,3.5,52
668,1371,1,3,152763,4,236,18558,4.5,221
668,173049,1,2,152763,4,236,48168,3.5,71
670,676,1,4,833174,3.5,40,359382,4.5,551
670,789,1,2,833174,3.5,40,48215,5,124
670,19980,1,2,833174,3.5,40,931065,4,253
670,63378,1,1,833174,3.5,40,277797,4,47
670,82150,1,1,833174,3.5,40,104100,4,38
670,91945,1,1,833174,3.5,40,12054,4.5,88
670,224172,1,2,833174,3.5,40,899873,4,54
676,63378,1,1,359382,4.5,551,277797,4,47
676,82150,1,1,359382,4.5,551,104100,4,38
676,107409,1,2,359382,4.5,551,17525,4.5,76
676,113533,1,1,359382,4.5,551,13096,4.5,129
676,158188,1,1,359382,4.5,551,297331,4,33
676,179283,1,2,359382,4.5,551,2903,5,609
676,184670,1,1,359382,4.5,551,416362,3,31
676,272861,1,2,359382,4.5,551,238849,4.5,65
681,683,1,1,5559,4.5,87,531001,3.5,36
681,797,1,1,5559,4.5,87,852610,4.5,62
681,1318,1,1,5559,4.5,87,494999,4,292
681,6488,1,1,5559,4.5,87,172852,4.5,33
681,120342,1,1,5559,4.5,87,169130,5,85
681,138881,1,1,5559,4.5,87,594527,4,146
683,797,1,3,531001,3.5,36,852610,4.5,62
683,1318,1,4,531001,3.5,36,494999,4,292
683,120342,1,1,531001,3.5,36,169130,5,85
683,138881,1,5,531001,3.5,36,594527,4,146
688,1316,1,0,569310,3,1688,31978,4.5,110
824,826,1,3,45996,4.5,67,269712,4,178
824,6322,1,1,45996,4.5,67,1553254,4.5,70
824,11732,1,3,45996,4.5,67,63404,3,61
824,324700,1,2,45996,4.5,67,239984,3,99
824,339295,1,1,45996,4.5,67,33599,4,52
824,372555,1,3,45996,4.5,67,293315,4,2072
826,11732,1,3,269712,4,178,63404,3,61
826,43420,1,0,269712,4,178,173816,4,74
826,339295,1,1,269712,4,178,33599,4,52
826,391237,1,1,269712,4,178,84083,5,32
860,29576,1,3,147191,3.5,80,1262088,4.5,1185
886,141612,1,2,178196,4,45,81741,3.5,47
886,319657,1,2,178196,4,45,31984,4.5,54
904,16954,1,1,264904,4,32,909364,4.5,106
904,26737,1,1,264904,4,32,362062,5,50
904,211312,1,1,264904,4,32,2307,4,86
904,275419,1,1,264904,4,32,122463,3,66
904,301560,1,1,264904,4,32,863762,4.5,179
915,14272,1,2,77236,3.5,55,626828,3,32
915,56031,1,1,77236,3.5,55,1231691,4.5,45
915,180651,1,2,77236,3.5,55,3344,4,305
915,195566,1,2,77236,3.5,55,80984,4.5,37
915,251347,1,2,77236,3.5,55,107240,4.5,130
915,254941,1,2,77236,3.5,55,76159,4,82
915,294220,1,1,77236,3.5,55,123983,3.5,96
915,311973,1,2,77236,3.5,55,2215615,2,326
915,362972,1,2,77236,3.5,55,54353,4,74
976,7760,1,1,48515,4,108,7278,4,118
986,53921,1,1,70096,4,36,37721,4.5,55
986,254898,1,0,70096,4,36,49157,3.5,195
986,337884,1,1,70096,4,36,26346,4.5,974
1042,1733,1,1,123768,4.5,38,312723,4.5,40
1042,2461,1,1,123768,4.5,38,216675,4,294
1042,3371,1,1,123768,4.5,38,111640,3.5,43
1042,6497,1,1,123768,4.5,38,68255,4.5,37
1042,8321,1,1,123768,4.5,38,13674,4.5,149
1042,41472,1,1,123768,4.5,38,169178,4.5,48
1042,65447,1,1,123768,4.5,38,999,4,390
1042,84480,1,0,123768,4.5,38,122147,3.5,31
1042,243385,1,1,123768,4.5,38,927475,5,53
1042,349055,1,1,123768,4.5,38,699508,4,55
1073,12839,1,5,416935,4,65,50211,4,77
1112,1552,1,2,573604,4.5,73,481229,4.5,35
1113,8104,1,2,148588,5,41,31612,4,55
1113,26537,1,2,148588,5,41,200407,4.5,293
1113,94752,1,4,148588,5,41,554471,4.5,43
1113,180870,1,1,148588,5,41,160558,4.5,68
1139,248194,1,2,44921,4.5,43,802174,4.5,34
1212,11443,1,3,3206,4,268,16708,4,263
1212,18761,1,4,3206,4,268,4128,4,64
1275,15672,1,1,90645,3,36,198564,4,66
1275,20944,1,1,90645,3,36,44469,4,162
1275,33860,1,1,90645,3,36,484005,4.5,70
1275,242223,1,1,90645,3,36,48033,4.5,31
1275,248445,1,0,90645,3,36,716433,4.5,125
1275,315220,1,1,90645,3,36,67572,3,31
1275,355648,1,1,90645,3,36,115227,5,37
1280,332820,1,1,143973,4.5,45,16620,4.5,46
1318,120342,1,1,494999,4,292,169130,5,85
1318,138881,1,4,494999,4,292,594527,4,146
1349,11728,1,1,247366,3.5,44,302280,3,48
1349,19467,1,1,247366,3.5,44,5060,4.5,64
1349,129650,1,1,247366,3.5,44,394056,5,216
1349,285058,1,1,247366,3.5,44,11084,3,114
1370,1371,1,1,1086094,3.5,52,18558,4.5,221
1394,1395,1,1,26591,3.5,31,177689,4.5,71
1394,83656,1,1,26591,3.5,31,195276,3.5,239
1394,391237,1,1,26591,3.5,31,84083,5,32
1395,3011,1,2,177689,4.5,71,47991,4,324
1395,6322,1,1,177689,4.5,71,1553254,4.5,70
1452,3430,1,1,172257,4.5,54,593796,4.5,517
1452,3432,1,2,172257,4.5,54,415822,4,33
1522,2341,1,1,64536,3,66,14033,4.5,517
1590,26988,1,2,74832,2.5,51,956649,5,69
1602,6790,1,2,486232,4,50,50245,3.5,33
1663,5204,1,5,171366,4.5,48,394632,3.5,303
1663,5206,1,1,171366,4.5,48,153086,4,56
1663,173047,1,1,171366,4.5,48,965737,4,95
1696,1776,1,3,277129,4.5,35,39739,4.5,46
1696,58443,1,1,277129,4.5,35,31431,4.5,35
1733,6497,1,1,312723,4.5,40,68255,4.5,37
1733,6550,1,1,312723,4.5,40,10034,4.5,69
1733,13934,1,1,312723,4.5,40,96467,3.5,419
1733,132920,1,1,312723,4.5,40,1932872,4,146
1733,147342,1,2,312723,4.5,40,379660,4,36
1733,233583,1,1,312723,4.5,40,588091,3,45
1733,303933,1,1,312723,4.5,40,149358,4.5,45
1733,349055,1,1,312723,4.5,40,699508,4,55
1755,1820,1,0,371714,4.5,31,107765,4,76
1810,11522,1,1,74469,4,181,66695,4.5,129
1810,40254,1,4,74469,4,181,363732,4,457
1810,320701,1,2,74469,4,181,1106310,4.5,101
1810,322992,1,2,74469,4,181,688248,3.5,49
1810,324528,1,3,74469,4,181,953086,3.5,42
1810,369751,1,1,74469,4,181,202867,5,50
1887,9294,1,1,156267,4.5,39,174319,4.5,36
1974,1975,1,1,43640,4,31,6490,4,41
1974,6801,1,1,43640,4,31,255114,3.5,71
1974,38207,1,1,43640,4,31,276250,3.5,410
1975,6386,1,1,6490,4,41,79335,4.5,52
1975,38207,1,1,6490,4,41,276250,3.5,410
1975,52107,1,0,6490,4,41,30027,4.5,61
1999,2907,1,2,526578,5,40,42908,4.5,33
1999,10341,1,1,526578,5,40,54234,3,77
2027,5579,1,1,341596,4,347,322662,4.5,36
2027,8196,1,0,341596,4,347,38503,4,35
2073,377369,1,1,18902,4,145,13261,3.5,67
2173,26553,1,1,12988,5,35,7641,4.5,40
2173,37087,1,1,12988,5,35,188826,4.5,80
2173,37089,1,1,12988,5,35,332721,4,134
2189,38897,1,1,655200,4.5,197,33082,4.5,36
2194,2195,1,2,16531,4.5,92,464380,3,125
2315,4253,1,1,344083,4.5,34,34426,5,157
2315,72869,1,2,344083,4.5,34,43767,4.5,76
2315,304645,1,4,344083,4.5,34,366904,3,42
2339,51194,1,1,41819,4.5,145,399979,3,32
2341,5741,1,1,14033,4.5,517,28800,4,156
2369,6455,1,3,291455,3.5,62,761302,3.5,133
2369,7506,1,1,291455,3.5,62,49050,3.5,31
2369,8133,1,1,291455,3.5,62,910326,4.5,180
2369,8136,1,4,291455,3.5,62,61559,4,211
2384,4536,1,1,928240,4,43,157066,4,50
2384,6015,1,3,928240,4,43,411822,4,275
2384,8250,1,1,928240,4,43,53669,4.5,105
2384,8791,1,2,928240,4,43,43243,4.5,87
2384,17701,1,3,928240,4,43,447671,4,328
2384,31960,1,1,928240,4,43,790422,4.5,39
2384,76837,1,1,928240,4,43,34946,4,100
2384,79369,1,2,928240,4,43,956266,3.5,105
2384,131349,1,0,928240,4,43,13214,5,44
2384,174095,1,1,928240,4,43,176396,4,77
2384,181690,1,3,928240,4,43,67399,2.5,42
2384,186312,1,2,928240,4,43,792128,4.5,610
2384,257272,1,1,928240,4,43,189056,4.5,102
2384,288619,1,0,928240,4,43,2086,5,116
2384,291474,1,1,928240,4,43,380909,4.5,31
2384,329250,1,1,928240,4,43,588962,3.5,34
2384,336642,1,1,928240,4,43,332892,3.5,54
2384,389744,1,1,928240,4,43,268035,4.5,53
2418,2419,1,1,143436,4.5,31,7644,4.5,56
2418,16912,1,1,143436,4.5,31,164636,4.5,63
2418,63352,1,2,143436,4.5,31,739723,5,35
2421,2423,1,1,286954,3,48,14276,4,408
2421,49402,1,1,286954,3,48,10994,4,33
2421,75958,1,1,286954,3,48,1108160,4.5,35
2421,174348,1,1,286954,3,48,1411,4.5,484
2421,278496,1,1,286954,3,48,356205,4,215
2461,65447,1,3,216675,4,294,999,4,390
2470,234802,1,1,3876,5,38,248768,3,94
2498,23483,1,0,75334,3,112,251579,4,69
2534,17556,1,0,31450,4,37,203905,5,87
2534,32162,1,2,31450,4,37,4903,4.5,159
2534,135361,1,2,31450,4,37,39717,4.5,45
2534,171757,1,0,31450,4,37,133528,4.5,138
2534,273875,1,1,31450,4,37,1430521,4,37
2549,12562,1,2,42183,4,37,470338,3.5,82
2549,310560,1,2,42183,4,37,38321,3.5,51
2563,63582,1,1,19172,4.5,54,150451,4.5,171
2563,335305,1,1,19172,4.5,54,304428,3.5,37
2563,374314,1,1,19172,4.5,54,71512,3.5,96
2701,54999,1,0,1151213,4.5,32,1466,4.5,592
2749,68257,1,1,28905,4,344,91170,4.5,351
2749,108504,1,3,28905,4,344,82717,4.5,398
2801,31714,1,2,340097,4.5,34,380641,4,56
2814,36294,1,1,5200,4.5,69,343950,3.5,69
2814,142137,1,1,5200,4.5,69,140734,4,146
2814,180227,1,4,5200,4.5,69,522402,4.5,110
2814,198435,1,1,5200,4.5,69,518093,4.5,35
2907,10341,1,1,42908,4.5,33,54234,3,77
2930,33752,1,0,34796,4.5,104,301701,4.5,69
2930,81924,1,2,34796,4.5,104,249525,3.5,313
2930,121070,1,0,34796,4.5,104,355272,3.5,68
2930,137948,1,0,34796,4.5,104,2302,4.5,72
2930,184725,1,0,34796,4.5,104,142037,4,140
2930,192735,1,0,34796,4.5,104,326948,4,31
2935,53122,1,1,103845,5,73,693259,3.5,45
2967,3163,1,2,30697,4.5,43,11170,4.5,47
3004,3771,1,1,19565,4.5,321,1949,4.5,136
3210,7925,1,1,146279,4,35,966106,4,33
3236,8481,1,2,498403,4,187,413420,4,161
3236,278026,1,1,498403,4,187,25269,5,35
3247,222162,1,1,66494,4.5,71,325324,3.5,348
3250,15367,1,0,708,4.5,45,108118,4.5,198
3308,13986,1,0,664962,4.5,43,43678,4.5,150
3308,240729,1,1,664962,4.5,43,78326,5,41
3308,329651,1,1,664962,4.5,43,692874,4,51
3320,32955,1,1,476289,4.5,159,383426,4,50
3320,282404,1,1,476289,4.5,159,17681,5,36
3371,36229,1,1,111640,3.5,43,643035,3.5,40
3371,123947,1,2,111640,3.5,43,335555,4.5,81
3371,202589,1,1,111640,3.5,43,738144,5,31
3371,239762,1,0,111640,3.5,43,821349,4.5,32
3371,255142,1,0,111640,3.5,43,624761,4.5,45
3371,258181,1,1,111640,3.5,43,174528,4.5,31
3382,75669,1,1,235716,4.5,52,231137,3.5,81
3391,149497,1,7,14301,4,50,63647,4,232
3430,3432,1,1,593796,4.5,517,415822,4,33
3454,16912,1,1,17692,4,114,164636,4.5,63
3454,207571,1,1,17692,4,114,154867,3.5,47
3454,342961,1,2,17692,4,114,747565,4,90
3458,6626,1,1,18068,4,52,224018,5,208
3458,222378,1,1,18068,4,52,12367,4.5,171
3458,231762,1,1,18068,4,52,250088,4.5,75
3475,32959,1,0,7719,5,57,500384,4.5,219
3518,4536,1,1,168901,4,36,157066,4,50
3541,32964,1,1,16906,4,120,221105,3.5,35
